"1469","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1469","1","http://dbpedia.org/ontology/Person"
"1469","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1469","3","http://dbpedia.org/ontology/Person"
"1536","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric http://dbpedia.org/ontology/Saint"
"1536","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1536","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric http://dbpedia.org/ontology/Pope"
"1524","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric http://dbpedia.org/ontology/Saint"
"1524","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric http://dbpedia.org/ontology/Pope"
"1524","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1524","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Country"
"1518","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1518","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Country"
"1518","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RugbyClub http://dbpedia.org/ontology/SportsTeam"
"1518","3","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RugbyClub http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/SoccerClub"
"144","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Cyclist"
"144","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"144","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1516","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1516","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1516","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RugbyClub http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"1516","3","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RugbyClub http://dbpedia.org/ontology/SportsTeam"
"1494","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1494","1","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1494","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"156","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"156","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"156","2","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"157","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"157","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"157","2","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"1587","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1587","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1587","2","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1487","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1487","1","http://dbpedia.org/ontology/Person"
"1487","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/City http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1487","3","http://dbpedia.org/ontology/Person"
"1541","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Scientist"
"1541","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1496","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1496","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Country"
"1496","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1578","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1578","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist"
"1578","2","http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Group http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Person"
"1578","3","http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Group http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Person"
"1578","4","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1589","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1589","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1589","2","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1594","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/SiteOfSpecialScientificInterest"
"1594","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"1547","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Scientist"
"1547","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"1470","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1470","1","http://dbpedia.org/ontology/Person"
"1470","2","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City"
"1470","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1599","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1599","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Country"
"1591","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/SiteOfSpecialScientificInterest"
"1591","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"1531","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric http://dbpedia.org/ontology/Saint"
"1531","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1452","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Road http://dbpedia.org/ontology/RouteOfTransportation"
"1452","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1452","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"151","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Cyclist"
"151","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/City"
"151","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1481","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1481","1","http://dbpedia.org/ontology/Person"
"1481","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Country"
"1481","3","http://dbpedia.org/ontology/Person"
"1490","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1490","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1490","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1500","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1500","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1500","2","http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1592","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/SiteOfSpecialScientificInterest"
"1592","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"1449","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Road http://dbpedia.org/ontology/RouteOfTransportation"
"1449","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1449","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1612","0","http://dbpedia.org/ontology/Person"
"1612","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1588","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1588","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1588","2","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"159","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"159","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"159","2","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"1559","0","http://dbpedia.org/ontology/Person"
"1559","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1586","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1586","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1586","2","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"1510","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1510","1","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University http://dbpedia.org/ontology/College"
"1600","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1600","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Country"
"1605","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1605","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1605","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1514","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1514","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist"
"1514","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RugbyClub http://dbpedia.org/ontology/SportsTeam"
"1514","3","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RugbyClub http://dbpedia.org/ontology/SportsTeam"
"1498","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Royalty"
"1498","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1498","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1615","0","http://dbpedia.org/ontology/Person"
"1615","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1615","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1615","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1553","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Scientist"
"1553","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City"
"1553","2","http://dbpedia.org/ontology/Person"
"1613","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"1613","1","http://dbpedia.org/ontology/Person"
"158","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
